College,Course,LO,Rubric,Description
SS,SS152,AnimalModels,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-AnimalModels,Evaluate the strengths and weaknesses of using animal models to further our understanding of cognition or investigate disorders of human cognition.
SS,SS152,ComputationalNeurosci,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-ComputationalNeurosci,Evaluate the strengths and weaknesses of computational modelling approaches to understanding human cognition.
SS,SS152,CritqueExpDesign,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-CritqueExpDesign,Critically evaluate experimental design in the cognitive neurosciences.
SS,SS152,HumanCognition,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-HumanCognition,"Identify, characterize, and evaluate key elements of human cognition, including evolutionary explanations of physical structure and cognitive correlates"
SS,SS152,CognitiveDevelopmentAndDecline,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-CognitiveDevelopmentAndDecline,"Explain brain structure and behavior in terms of the development of our cognitive faculties, their neural substrates and the neurobiology of aging."
SS,SS152,MentalThriving,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-MentalThriving,"Identify the neural underpinnings of ""mental thriving"" and determine actions an individual can take to maximize their cognitive potential."
SS,SS152,AetiologyImpactIntervention,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-AetiologyImpactIntervention,"Evaluate the aetiology or impact of atypical cognition or cognitive disorders, and consider interventions when appropriate."
SS,SS152,NeuroscienceEthicsAndSociety,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-NeuroscienceEthicsAndSociety,"Explain the social ""so-what"" of our understanding of the brain and how cognitive neuroscience and neuroethics can inform public policy."
SS,SS154,CausalQuestions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-CausalQuestions,Be able to formulate and express a causal question correctly
SS,SS154,ConfondingsBias,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-ConfondingsBias,Understanding biases caused by confounding factors other than the main factor of interest
SS,SS154,CausalGraphs,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-CausalGraphs,Understand causal graphs representing causal relationships within an individual system or population
SS,SS154,Data,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-Data,Identify various data structures and use appropriate data to answer empirical questions. Clearly specify the units of analysis in a study
SS,SS154,CausalAssumptions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-CausalAssumptions,Understand the statistical and causal assumptions that econometrics methods require
SS,SS154,ModelSpecification,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-ModelSpecification,Select the appropriate functional form of the model given data
SS,SS154,CausalStudyDesign,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-CausalStudyDesign,Understanding which causal to use given the data and the context. Showing the ability that you can assess the advantages and disadvantages of each causal method in a context. Understanding the limitation of your data when used with a specific causal method.
SS,SS154,PanelDataAnalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-PanelDataAnalysis,Understanding what panel data are and performing causal analyses using panel data
SS,SS154,TimeSeriesAnalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-TimeSeriesAnalysis,Choose an appropriate time-series model based on the dierences between stationary and non-stationary variables
SS,SS154,InterpretingResults,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-InterpretingResults,Interpret causal findings both in terms of statistical and practical significance and discuss the shortcomings of the results.
SS,SS154,ExternalValidity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-ExternalValidity,nfer whether a conclusion from a causal study can be generalized to other populations (external validity).
SS,SS156,BureaucracyOperations,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-BureaucracyOperations,Analyze and compare the way bureaucratic agencies carry out their functions.
SS,SS156,GovernanceNetworks,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-GovernanceNetworks,"Analyze and compare how the entities of governance networks are interconnected, and explain the way institutions facilitate their interconnections and shape the way they interact while carrying out their roles."
SS,SS156,IntergovtRelations,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-IntergovtRelations,"Explain and compare how dierent levels of government interact and establish interconnections to achieve their political, economic, or social goals"
SS,SS156,FormalRules,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-FormalRules,"Examine, critique, and distinguish the format and implementation of written rules that influence the interactions and activities of governments, organizations, and agents"
SS,SS156,InformalRules,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-InformalRules,"dentify and analyze regularly used and widely upheld practices and narratives that function as unwritten rules that influence interactions, and explain why and how they are used"
SS,SS156,ElectoralInstituions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-ElectoralInstituions,Critically analyze the formal and informal rules that influence how election agencies accomplish their roles and shape other agents' activities during elections.
SS,SS156,DiversePerspectives,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-DiversePerspectives,"Identify and apply multiple perspectives that explain how and why a phenomenon occurs, and appropriately include the world views of historically underrepresented peoples."
SS,SS156,AgentsAndOutcomes,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-AgentsAndOutcomes,"Evaluate and compare how individuals', groups' and organizations’ methods, actions and interactions shape outcomes, and propose appropriate solutions."
SS,SS156,RulesAndOutcomes,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-RulesAndOutcomes,"Analyze and explain how formal and informal rules jointly produce outcomes, and propose appropriate solutions."
SS,SS156,NongovtAgentsActions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-NongovtAgentsActions,"Analyze the purpose, motivations, and goals of individuals and groups that are not part of the government, and critically evaluate the actions they take to attain the goals while taking into account the eect of institutional and structural factors."
SS,SS156,GovtAgentsActions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-GovtAgentsActions,"Analyze the purpose, motivations, and goals of individuals and groups that are part of the government, and critically evaluate the actions they take to attain the goals while taking into account the eect of institutional and structural factors."
SS,SS162,motivationmeasures,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-motivationmeasures,Evaluate the validity and reliability of measures of motivation.
SS,SS162,typesofmotivation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-typesofmotivation,"Evaluate the strengths and weakness of theories of motivation, and/or identify the most useful theory in understanding specific behaviors."
SS,SS162,settinggoals,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-settinggoals,Explain factors that contribute to eective setting and achievement of goals.
SS,SS162,behaviorchange,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-behaviorchange,Evaluate and apply techniques to change unhealthy and/or create healthy habits.
SS,SS162,persuasionfactors,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-persuasionfactors,Explain and utilize individual dierences that aect persuasion
SS,SS162,feedback,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-feedback,"Evaluate and apply feedback mechanisms eectively, including praise, rewards, and constructive criticism."
SS,SS162,principlesofpersuasion,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-principlesofpersuasion,Explain the principles of eective persuasion
SS,SS162,effectiveleadership,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-effectiveleadership,Explain why particular leadership techniques are appropriate for specific situations and apply them eectively
SS,SS162,ethicsofinfluence,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-ethicsofinfluence,Analyze the application of ethical standards to leadership and persuasion techniques
SS,SS164,economicgrowthordevelopment,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-economicgrowthordevelopment,Assess the costs and benefits associated with economic growth and/or economic development.
SS,SS164,inequality,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-inequality,Apply measures of economic inequality to make comparisons and track changes in economies.
SS,SS164,techprogress,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-techprogress,Critically compare the socio-economic outcomes from technological progress
SS,SS164,institutions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-institutions,Analyze the importance and eectiveness of economic institutions
SS,SS164,confluctorcorruption,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-confluctorcorruption,Examine influences on economic growth and/or development such as conflict and corruption.
SS,SS164,alternativemodels,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-alternativemodels,Assess the eectiveness of dierent models for enhancing economic growth and/or development and reducing poverty.
SS,SS164,economicinfluences,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-economicinfluences,"Analyze how factors such as the environment, access to food, healthcare, and education influence economic growth and/or development."
SS,SS164,labormarkets,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-labormarkets,Evaluate the impact of economic growth and/or development on labor and economic opportunity
SS,SS166,constitution,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-constitution,"Distinguish between a constitution and a constitutional order in terms of their roles, purposes, and requirements for ordering society"
SS,SS166,ruleoflaw,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-ruleoflaw,"Evaluate the impact of the requirements for the rule of law, including the degree to which the legal authority of a constitution limits and controls power."
SS,SS166,judicialpower,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-judicialpower,"Explain the unique nature of judicial power in relation to judicial review, its political and legal context, and its eectiveness in maintaining the rule of law and constitutionalism."
SS,SS166,judiciaryandcourts,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-judiciaryandcourts,"Evaluate the level of inclusion and exclusion of key stakeholders in the process by which a constitution is given legal force initially and then maintained through a system of constitutional justice (e.g., judicial review)."
SS,SS166,egimetype,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-egimetype,Evaluate the strengths and weaknesses of different constitutional systems and identify the conditions under which they function effectively.
SS,SS166,legatraditions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-legatraditions,"Evaluate the strengths and weaknesses of dierent legal systems and ground the evaluation in a civil law, common law, hybrid, or other legal traditions"
SS,SS166,procedureallegitimacy,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-procedureallegitimacy,Evaluate the level of inclusion and exclusion of key stakeholders in the process by which a constitution is given legal force initially and then maintained through a system of constitutional amendment.).
SS,SS166,federalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-federalism,Compare and contrast the strengths and weaknesses of federal and unitary constitutional systems.
SS,SS166,legislativestructure,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-legislativestructure,Determine the relative costs and benefits of dierent legislative structures (bicameral v. unicameral) and modes of election (single-member plurality or proportional representation).
SS,SS166,executivestructure,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-executivestructure,"Compare and contrast the strengths and weaknesses of dierent constitutional forms of executive authority (presidential, semi-presidential, and parliamentary), especially with respect to separation of powers."
SS,SS166,contextualfactors,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-contextualfactors,"Describe how economic, political, and socio-cultural context influence constitutional design."
SS,SS166,executiveencroachment,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-executiveencroachment,Recognize how the expansion of executive power threatens a constitution and how design elements can prevent tyranny by accretion
SS,SS166,emergencypowers,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-emergencypowers,Analyze how a crisis or emergency can result in the erosion of separation of powers and constitutional safeguards
